Question,Class
Where did Bill Gates go to college ?,LOC
What constellation is known as The Water Bearer ?,LOC
Where can I find the history of the Taiwanese language ?,LOC
What state is Mount McKinley in ?,LOC
Where is Kings Canyon ?,LOC
What Asian country once thrilled to the sport of cricket fighting ?,LOC
What city is near the mouth of the Amazon ?,LOC
Where did the Inuits live ?,LOC
Where did the Wright brothers make their first flight ?,LOC
What is the snowiest city in the U.S. ?,LOC
What South American capital is the world's highest ?,LOC
Name a civil war battlefield .,LOC
What famed strip of land is a 15-minute boat trip across the Venetian Lagoon from Venice ?,LOC
Which continent has the most roses ?,LOC
What are the four largest mountain ranges on the Asian continent ?,LOC
Where in the Bible does it tell about Jesus Christ's brothers and sisters ?,LOC
What country boasts the southernmost point in continental Europe ?,LOC
What country was Brian Boru an 11th-century king of ?,LOC
Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ?,LOC
What state capital comes last alphabetically ?,LOC
Where is former Pro wrestler Johnny '' Rubber Man '' Walker ?,LOC
What is the geographical center of the US including Alaska and Hawaii ?,LOC
What country has the port of Haifa ?,LOC
Where is Romania located ?,LOC
What city did the Mormons establish as their headquarters in 1847 ?,LOC
What two countries are linked by the Brenner Pass ?,LOC
Mississippi has what name for a state nickname ?,LOC
What U.S. city was named for St. Francis of Assisi ?,LOC
Where can I get a photograph of professor Randolph Quirk ?,LOC
What is the principal river of Ireland ?,LOC
What lake is the source of the White Nile ?,LOC
What are all the rivers in Europe ?,LOC
What's the fifth-largest country in the world ?,LOC
In what country is Lund ?,LOC
What is the capital of Seattle ?,LOC
What city in Florida is Sea World in ?,LOC
Where does the tennis star Stefan Edberg come from ?,LOC
What continent pushes up the Executive Committee mountain range ?,LOC
What is the largest city in Germany ?,LOC
What park contains Firehole River and Fairy Falls ?,LOC
What's the largest island in the West Indies ?,LOC
What New England state carries the telephone area code 27 ?,LOC
In what county is Eckley Colorado ?,LOC
What city hosted the first Winter Olympics in Asia ?,LOC
Where are the headquarters of Eli Lilly ?,LOC
Where can I find info on research being done on oilseeds thru genetics ?,LOC
Where did the Mayan Indians live ?,LOC
Where was Poe born ?,LOC
Where did Dylan Thomas die ?,LOC
What was the tallest building in America in 1922 ?,LOC
What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?,LOC
Where do the Grimace and Mayor McCheese live ?,LOC
Where is the world championship sled dog race held each February ?,LOC
Where is your corpus callosum ?,LOC
Where can I get cotton textiles importer details ?,LOC
What canal does the Thatcher Ferry Bridge span ?,LOC
Where can I find a lesson plan for teaching the metric system conversion to American standard ?,LOC
Where did George of the Jungle live ?,LOC
Where do I find information for foreclosure properties on the Internet ?,LOC
Which Latin American country is the largest ?,LOC
What was the former residence of Scottish kings in Edinburgh ?,LOC
What country buys 25 percent of the world's tea exports ?,LOC
What country is the origin of the band the Creeps ?,LOC
Where is the biggest bell ?,LOC
What country offered Albert Einstein its presidency in 1952 ?,LOC
What famed river flows through Bagdad ?,LOC
What erupts every hour at Yellowstone National Park ?,LOC
What country contains the highest point in South America ?,LOC
What constellation represents a hunter with club and shield ?,LOC
What Russian seaport has a name meaning '' Lord of the East '' ?,LOC
What Rocky Mountain ridge separates North America's eastward and westward-flowing rivers ?,LOC
What gate opened on East and West Berlin ?,LOC
What's the farthest planet from the sun ?,LOC
What's the name of a hotel in Indianapolis ?,LOC
Where is Melbourne ?,LOC
What country was Mikhail Gorbachev the leader of ?,LOC
What is the largest county in size in Massachusetts ?,LOC
What natural attractions draw the most visitors in the United States ?,LOC
What river runs through Liverpool ?,LOC
What country was Kim Philby really working for ?,LOC
What country was Hitler the chancellor of ?,LOC
What North American city would you visit to see Cleopatra's Needle ?,LOC
Where can I find an Ask An Expert site ?,LOC
What U.S. state has the lowest highest elevation at 6 feet ?,LOC
Where is Mile High Stadium ?,LOC
What city contains the district of Hell's Kitchen ?,LOC
Which one of the Great Lakes is entirely within U.S. territory ?,LOC
What U.S. state has sagebrush as its state flower ?,LOC
What nationality is Pope John Paul II ?,LOC
Where are some great educational resources for parents and teachers ?,LOC
What New York City landmark has 168 steps to its crown ?,LOC
Where is the Bulls basketball team based ?,LOC
What's the second-highest mountain in the world ?,LOC
What country was Erich Honecker the leader of ?,LOC
Where did Wile E. Coyote always get his devices ?,LOC
Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,LOC
What countries does the Mont Blanc Tunnel join ?,LOC
What eastern state sprouted the first commercial nuclear power plant in the U.S. ?,LOC
What are the three most populated countries in the world ?,LOC
What is the largest office block in the world ?,LOC
What country did the Romans call Hibernia ?,LOC
What two countries fought the Hundred Years ' War ?,LOC
What country will hit the year 2 first ?,LOC
What square is the geographical center of London ?,LOC
What is the most populated city in the world ?,LOC
Where did Victor Hugo spend his exile ?,LOC
What state did Helen Keller call home ?,LOC
What country's royal house is Bourbon-Parma ?,LOC
What country would you visit to ski in the Dolomites ?,LOC
What African capital is named for a U.S. president ?,LOC
What Mediterranean island is home to the first Club Med ?,LOC
Where can you find the Venus flytrap ?,LOC
What building built in 18 contains 327 miles of book shelves ?,LOC
What U.S. city's skyline boasts the Gateway Arch ?,LOC
Where is Belize located ?,LOC
What state does Charles Robb represent ?,LOC
What southeast Asian country has the Wang River joining the Ping River at Tak ?,LOC
What is the best online games site ?,LOC
On what avenue is the original Saks department store located ?,LOC
Where does the song Anything Goes take place ?,LOC
Where was the first zoo in the U.S. ?,LOC
What country's flag is field green ?,LOC
Where can I read about Chiang Kai-shek ?,LOC
What country borders the most others ?,LOC
Where does tuberculosis come from ?,LOC
Where can I find lyrics for R&B ?,LOC
What two countries are separated by the Bering Strait ?,LOC
Jackson Pollock is of what nationality ?,LOC
Where on the Internet can I get chemicals importers ?,LOC
What was the first country to put a second woman in space ?,LOC
What country has declared one-fifth of its territory off-limits to Russians ?,LOC
What is the longest river in the United States ?,LOC
What river is Windsor Castle on ?,LOC
What's the capital of Taiwan ?,LOC
What city is served by Tempelhol Airport ?,LOC
Where in the United States do people live the longest ?,LOC
What country in 1998 had the most suicides regardless of population size ?,LOC
What is the name of the planet that the Ewoks live on ?,LOC
What country borders Denmark to the south ?,LOC
Where do you find the answers for all these questions ?,LOC
What city is . KDGE Radio located in ?,LOC
What city was Bobby Kennedy assassinated in ?,LOC
What London museum features a Chamber of Horrors ?,LOC
What city is served by McCarren Airport ?,LOC
What state on the Gulf of Mexico has its lowest point five feet below sea level ?,LOC
Where can I find a case on Americans with Disabilities Act of 199 ?,LOC
Where is the Keck telescope ?,LOC
What country did the Mau Mau Uprising take place in ?,LOC
What are some good medical sites for information ?,LOC
Where were the 196 Summer Olympics held ?,LOC
Where is Los Vegas ?,LOC
Name the country which Honecker lived in .,LOC
What U.S. state are the Finger Lakes in ?,LOC
What are the ten safest American cities for pedestrians ?,LOC
Where can I find a picture of a Blue Meanie ?,LOC
What U.S. state does the Continental Divide leave to enter Canada ?,LOC
What's the name of the Wilkes plantation in Gone with the Wind ?,LOC
Where is the Statistical Abstract of the United States online ?,LOC
What was Einstein's birthplace ?,LOC
Where are the Austerlitz and Victor Hugo subway stops ?,LOC
Where did Ty Cobb grow up ?,LOC
What general direction does the journey in Around the World in 80 Days proceed in ?,LOC
What is New England's highest mountain ?,LOC
In what nation is Edessa located nowadays ?,LOC
Name a country that is developing a magnetic levitation railway system ?,LOC
Where is the largest dam in the world ?,LOC
In what part of the world is Mozambique ?,LOC
What man-made waterways is 1.76 miles long ?,LOC
On what river is Strasbourg built ?,LOC
What country is located at 13 degrees North latitude and 10 degrees East longitude ?,LOC
Where are the busiest ports in the world ?,LOC
What city does McCarren Airport serve ?,LOC
What are the two cities in Dicken's '' A Tale of Two Cities '' ?,LOC
What river runs through Liverpool ?,LOC
What's the longest river in Canada ?,LOC
What mountain range marks the border of France and Spain ?,LOC
What is the location of McCarren Airport ?,LOC
What is the largest island in the Mediterranean Sea ?,LOC
Where is Rider College ?,LOC
Where was chop suey invented ?,LOC
Where does dew come from ?,LOC
What are some mythology websites ?,LOC
What nationality is Ileana Cotrubas ?,LOC
Where did the world come from ?,LOC
What island group is Guadalcanal a part of ?,LOC
What's the only East european country not tied to the ruble ?,LOC
What country has the highest arson rate ?,LOC
What city does Orly Airport serve ?,LOC
Where did Woodstock take place ?,LOC
What are the top five oil-producing countries in the world ?,LOC
Where can one find Rider College ?,LOC
What countries have the most auto thefts ?,LOC
What country boasts Ismail's Palace and the Palace of King Farouk ?,LOC
Where could I go to take a ride on a steam locomotive ?,LOC
Where is the Virtual Desk Reference ?,LOC
Where is the bridge over the river Kwai ?,LOC
Where can I get mailing lists ?,LOC
What city boasts the Billingsgate fishmarket ?,LOC
What country lies directly south of Detroit ?,LOC
Where did surfing originate ?,LOC
What is the tallest mountain ?,LOC
Where did the Maya people live ?,LOC
Kosovo is a province of what country ?,LOC
What New England state covers 5.9 square miles ?,LOC
Where are the Haversian canals ?,LOC
Where can I find the status of my tax return ?,LOC
Where is the Kentucky Horse Park ?,LOC
What country boasts the most cars per mile of road ?,LOC
What Russian city used to be called St. Petersburg and Petrograd ?,LOC
What are some good fractal web sites ?,LOC
What country imposed the Berlin Blockade in 1948 ?,LOC
What kind of habitat does the scorpion live in ?,LOC
Where is Webster University ?,LOC
Where can I get piano music for the Jamiroquai song Everyday for the midi ?,LOC
What country's capital was formed when Pesth and Buda merged ?,LOC
What town was the setting for The Music Man ?,LOC
Where can I read about Abraham Lincoln ?,LOC
What was the birthplace of Edgar Allen Poe ?,LOC
What room did W.C. Fields keep his library in ?,LOC
Where can I find the schematics to the windshield wiper mechanism ?,LOC
Where is '' Global Schoolhouse '' ?,LOC
What volcano showers ash on Sicily ?,LOC
Where are the U.S. headquarters for Procter & Gamble ?,LOC
What is the capital of Uruguay ?,LOC
What are the largest deserts in the world ?,LOC
Where is Qatar ?,LOC
What is the richest state in the U.S. ?,LOC
What was the largest city in the world to declare martial law in 1989 ?,LOC
Where is the Thomas Edison Museum ?,LOC
What is the name of the highest mountain in Africa ?,LOC
What mountain range extends from the Gulf of St. Lawrence to Alabama ?,LOC
What is the largest city in Connecticut ?,LOC
Where can I find free piano scores for popular music ?,LOC
What country is the largest diamond producer ?,LOC
What's the capital of Monaco ?,LOC
What state is the Filenes store located in ?,LOC
Where is the official '' zero '' of the sea level ?,LOC
What is the seafaring name for the southern tip of South America ?,LOC
What country owns Corsica ?,LOC
Where can I find a world atlas map online at no charge ?,LOC
What ocean did the Titanic sink in ?,LOC
What southwestern state is dubbed The Silver State ?,LOC
What country did the Allies invade in World War II's Operation Avalanche ?,LOC
What famed river was Hernando de Soto the first European to see ?,LOC
Where do quality drinks begin ?,LOC
What direction do the best surfing beaches face ?,LOC
What California bay's largest island is Angel Island ?,LOC
Where is the oldest living thing on earth ?,LOC
What bay divides Maryland's Eastern and Western Shores ?,LOC
Where can I find info on Alexander Mackenzie ?,LOC
What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ?,LOC
Where did the real St. Nicholas live ?,LOC
Where did Dikembe Mutombo go to college ?,LOC
What body of water does the Yukon River empty into ?,LOC
What is Mark McGwire's e-mail address ?,LOC
The Kentucky Horse Park is located near what city ?,LOC
Where is the massive North Korean nuclear complex located ?,LOC
Where is Microsoft's corporate headquarters located ?,LOC
What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?,LOC
What is the Homelite Inc. home page ?,LOC
What are the names of all the seas in the world and what ocean do they drain into ?,LOC
Name the highest mountain .,LOC
What island is home to statues called Mauis ?,LOC
Where was Pythagoras born ?,LOC
What is the capital of Italy ?,LOC
What is the greatest hiking Web site ?,LOC
What ocean surrounds the Madeira Islands ?,LOC
What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?,LOC
What is the largest city in Texas ?,LOC
Where can I get a map of Prussia on the Internet ?,LOC
What are the five richest countries in the world ?,LOC
Where is McCarren Airport ?,LOC
What state in the United States covers the largest area ?,LOC
What web sites are linked to the Report on Genesis Eldercare ?,LOC
Where is McCarren Airport located ?,LOC
What country is proud to claim Volcano National Park ?,LOC
What direction do most baseball pitchers pitch toward ?,LOC
Where are diamonds mined ?,LOC
What city has a newspaper called The Plain Dealer ?,LOC
What U.S. state boasts Leif Ericson Park ?,LOC
Where did the ukulele originate ?,LOC
What is the name of the gulf between Sweden and Finland ?,LOC
What two countries is Andorra nestled between ?,LOC
What are the four largest mountain ranges in the continental United States ?,LOC
What is the Homelite Inc. home page ?,LOC
Where was Tesla born ?,LOC
What's the most common street name in America ?,LOC
What are the top 5 tallest buildings in the world ?,LOC
What country has problems with hooligans ?,LOC
What planet did Percival Lovell discover ?,LOC
What country contains the westernmost point in South America ?,LOC
What Southern California town is named after a character made famous by Edgar Rice Burroughs ?,LOC
What is the habitat of the chickadee ?,LOC
What city's the kickoff point for climbs of Mount Everest ?,LOC
Where is the largest post office building in the world ?,LOC
Which large U.S. city had the highest murder rate for 1988 ?,LOC
What country was General Douglas McArthur in when he was recalled by President Truman ?,LOC
What country does Ileana Cotrubas come from ?,LOC
What two European countries are joined by the Gran San Bernardo Pass ?,LOC
Where is the Taj Mahal ?,LOC
In 139 the papal court was forced to move from Rome to where ?,LOC
What capital is built around Monument Circle which contains soldiers and sailors monument ?,LOC
What famed wall supports the Badaling turret ?,LOC
Where are good science sites on the Internet ?,LOC
Where are the busiest Amtrak rail stations in the U.S. ?,LOC
Where was the largest concentration camp in World War II ?,LOC
What were the first bodies visited by spacecraft ?,LOC
What city was Martin Luther King Jr. assassinated in ?,LOC
Where's the Bernini-Bristol Hotel ?,LOC
What is the capital of Kosovo ?,LOC
What were the first three cities to have a population of more than a million ?,LOC
What country is the biggest producer of tungsten ?,LOC
What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?,LOC
What nationality is a Sicilian ?,LOC
What is the oldest building in the United States ?,LOC
What Japanese city was once called Edo ?,LOC
Where is one's corpus callosum found ?,LOC
What's the oldest capital city in the Americas ?,LOC
Jackson Pollock was a native of what country ?,LOC
What island was the target of the U.S.'s Operation Urgent Fury ?,LOC
What's the most powerful country in the world ?,LOC
Where do lobsters like to live ?,LOC
What two cities usually mark the extremes of English Channel swims ?,LOC
Where can I get information concerning child custody files for the State of Utah ?,LOC
What country saw the origin of the Asian Flu ?,LOC
Where can I take a test that will tell me what I should be when I grow up ?,LOC
What lake in Scotland is said to hold one or more monsters ?,LOC
What famed library can you reach by dialing 22-287-5 ?,LOC
Where can I get a complete listing of showtimes in my area ?,LOC
Where's Montenegro ?,LOC
Where is Glasgow ?,LOC
What North American city boasts the biggest Polish population ?,LOC
What is the oldest website on the Internet ?,LOC
What country are you visiting if you land at President Duvalier Airport ?,LOC
What is the capital of Congo ?,LOC
What is a country that starts with the letter x ?,LOC
What countries earn the most from tourism ?,LOC
Which city in China has the largest number of foreign financial companies ?,LOC
Where are zebras most likely found ?,LOC
What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?,LOC
What river flows past the Temple of Karnak ?,LOC
Where do you find information about the Queensland National Competition Policy,LOC
Where can I get information on the original 13 US colonies ?,LOC
What North American city sprouts the most parking meters ?,LOC
What is the largest and most expensive freeway construction project in the U.S. right now ?,LOC
Where did Gulliver find a race of tiny people ?,LOC
Where did the Japanese Imperial Forces surrender to end WWII ?,LOC
What city would you be in if you were feeding the pigeons in the Piazza San Marco ?,LOC
What is the name of the planet that the Ewoks live on ?,LOC
Where is there information on the novel '' El Cid '' ?,LOC
Where is Burma ?,LOC
Where did the name Daniel originate ?,LOC
What states do not have state income tax ?,LOC
What city has the two steepest streets in the U.S. ?,LOC
Name the country of giants twelve times the size of man in '' Gulliver's Travels . '',LOC
Where does most of the marijuana entering the United States come from ?,LOC
What country is Mount Everest in ?,LOC
Which country is the largest country in Latin America ?,LOC
Where did King Francis I hang the '' Mona Lisa '' when he owned it ?,LOC
Where can I find the history of the Hungarian language ?,LOC
What U.S. state comes last in an alphabetical list ?,LOC
What U.S. state includes the San Juan Islands ?,LOC
What London street claims to be the world center for men's tailoring ?,LOC
What bordering country is due north of Costa Rica ?,LOC
What nation boarders Mozambique ?,LOC
What is the capital of California ?,LOC
What country comes last in an alphabetical list ?,LOC
What country is the worlds leading supplier of cannabis ?,LOC
What city is the Kentucky Horse Park near ?,LOC
Where did Hillary Clinton graduate college ?,LOC
What is the country of origin for the name Thomas ?,LOC
What country has the highest per capita consumption of cheese ?,LOC
What sea is Bombay on ?,LOC
Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?,LOC
What U.S. city is known as The Rubber Capital of the World ?,LOC
What countries have the highest ratio of university students ?,LOC
Where are there aborigines ?,LOC
On what river is Rome built ?,LOC
Where were the 1936 Summer Olympics held ?,LOC
What cathedral was Thomas Becket murdered in ?,LOC
The Kentucky Horse Park is close to which American city ?,LOC
Where in a tree does photosynthesis occur ?,LOC
What strait links the Mediterranean Sea and the Atlantic Ocean ?,LOC
What airport is on the Piccadilly subway line ?,LOC
What city's airport is named Logan International ?,LOC
What is the nickname of Pennsylvania ?,LOC
What is the largest museum in the world ?,LOC
Where did makeup originate ?,LOC
What U.S. state is Mammoth Cave National Park in ?,LOC
In what country is a stuck-out tongue a friendly greeting ?,LOC
Where is Erykah Badu originally from ?,LOC
Where can I buy a pony on the Big Island for my daughter ?,LOC
What is the address of the famous Mexican star '' Thalia '' ?,LOC
What planet gave bith to Superman ?,LOC
Where is the group M People from ?,LOC
What country is famous for Persian rugs ?,LOC
What city is graced by the Arch of Titus ?,LOC
Where is the world's most active volcano located ?,LOC
What country is bounded in part by the Indian Ocean and Coral and Tasman seas ?,LOC
Where is Ayer's rock ?,LOC
What city's theatrical district has been dubbed The Roaring Forties ?,LOC
Where was George Washington born ?,LOC
What two Caribbean countries share the island of Hispaniola ?,LOC
What continent's second-highest peak is Mont Blanc ?,LOC
What Peruvian city is home to the mummified body of Francisco Pizarro ?,LOC
What nationality is Gorbachev ?,LOC
What ocean surrounds the Maldive Islands ?,LOC
What South American country won its first World Cup soccer title in 1978 ?,LOC
What colorful sea's region does Greek legend say the Amazons lived near ?,LOC
On what continent is Mozambique ?,LOC
What is the U.S. location of Procter & Gamble corporate offices ?,LOC
What state is known as the Hawkeye State ?,LOC
What are all the southern states of the U.S. ?,LOC
What does the River Seine empty into ?,LOC
What state did Anita Bryant represent in the 1959 Miss America contest ?,LOC
Where is South Bend ?,LOC
What country has the most coastline ?,LOC
What two states is Washington D.C. between ?,LOC
What botanical marvel did Nebuchadnezzar build ?,LOC
What European country's monarchy was restored in 1975 ?,LOC
What country is home to Heineken beer ?,LOC
What is the highest continent ?,LOC
Where can I find information on becoming a journalist ?,LOC
In what city does Maurizio Pellegrin now live ?,LOC
When was Ozzy Osbourne born ?,NUM
How many Jews were executed in concentration camps during WWII ?,NUM
What is the date of Boxing Day ?,NUM
How many points make up a perfect fivepin bowling score ?,NUM
How many Community Chest cards are there in Monopoly ?,NUM
When did the neanderthal man live ?,NUM
How many people in the world speak French ?,NUM
How many inches over six feet is the Venus de Milo ?,NUM
How many species of the Great White shark are there ?,NUM
How many villi are found in the small intestine ?,NUM
In which year was New Zealand excluded from the ANZUS alliance ?,NUM
When did CNN begin broadcasting ?,NUM
When did Rococo painting and architecture flourish ?,NUM
How much money does a back injury lawsuit get ?,NUM
How long does it take for your blood to make one complete trip through the body ?,NUM
When did the Bounty mutiny take place ?,NUM
How many years do fossils take to form ?,NUM
How many hostages were killed in the Entebbe raid ?,NUM
How many bends are there in a standard paper clip ?,NUM
What is the busiest air travel season ?,NUM
In what year did Thatcher become prime minister ?,NUM
How many months does it take the moon to revolve around the Earth ?,NUM
In what year was De Gaulle elected president of France ?,NUM
How many colonies were involved in the American Revolution ?,NUM
What are the three winter months in the southern hemisphere ?,NUM
When was the first Wall Street Journal published ?,NUM
When did the royal wedding of Prince Andrew and Fergie take place ?,NUM
CNN began broadcasting in what year ?,NUM
How many species of sharks are there ?,NUM
How many people are there in the world ?,NUM
What is the acreage of the Chappellet vineyard ?,NUM
When did beethoven die ?,NUM
How much does a new railroad coal car cost ?,NUM
How many revolutions does a standard LP make in three minutes ?,NUM
How many South American countries have the letter Z in their names ?,NUM
When was the first steel mill in the United States built ?,NUM
When did the Berlin Wall go up ?,NUM
When did Mount St. Helen last have a significant eruption ?,NUM
When did World War I start ?,NUM
How many feet are there in a fathom ?,NUM
When is Boxing Day ?,NUM
When was the battle of the Somme fought ?,NUM
How many people did Randy Craft kill ?,NUM
When did Spielberg direct '' Jaws '' ?,NUM
What is the size of the largest akita ?,NUM
What was Einstein's IQ ?,NUM
What day was Pearl Harbor attacked in 1942 ?,NUM
How many years ago did the ship Titanic sink ?,NUM
What is the normal resting heart rate of a healthy adult ?,NUM
What is the population of Ohio ?,NUM
How many calories are there in a Big Mac ?,NUM
What's the American dollar equivalent for 8 pounds in the U.K. ?,NUM
What is the speed of the Mississippi River ?,NUM
What year did Jack Nicklaus join the Professional Golfers Association tour ?,NUM
How many sonnets did Shakespeare write ?,NUM
What is the speed of the Mississippi River ?,NUM
How many Beatles ' records went #1 ?,NUM
How many equal angles are there in an isosceles triangle ?,NUM
What time of day did Emperor Hirohito die ?,NUM
How many years did it take James Joyce to write Ulysses ?,NUM
How many types of dogs ' tails are there - three,NUM
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,NUM
When was the women's suffrage amendment ratified ?,NUM
What year did Hitler die ?,NUM
How much money are Dumbo's ears insured for ?,NUM
How many miles is it to Ohio from North Carolina ?,NUM
How much snow equals an inch of rain ?,NUM
When does the average teenager first have intercourse ?,NUM
What is the speed of the Mississippi River ?,NUM
How many referees work a soccer game ?,NUM
When is the Tulip Festival in Michigan ?,NUM
How many degrees cooler is the inside of a cucumber than the air outside ?,NUM
How long does it take for Spider-Man's web to evaporate ?,NUM
What fraction of a beaver's life is spent swimming ?,NUM
How many years is Johnnie Walker Black Label aged ?,NUM
How many innings are there in a regulation softball game ?,NUM
When did CNN go on the air ?,NUM
What is the telephone number for the University of Kentucky ?,NUM
How many wives did Brigham Young have ?,NUM
How long is the Coney Island boardwalk ?,NUM
How many colleges are in Wyoming ?,NUM
When was the Battle of Hastings ?,NUM
When did Muhammad live ?,NUM
What is the temperature for baking Peachy Oat Muffins ?,NUM
How many dots make up the symbol for '' because '' ?,NUM
How many hearts does an octopus have ?,NUM
How many holes are there in a tenpin bowling ball ?,NUM
What percentage of the body is muscle ?,NUM
What does an average daycare provider get paid in New England ?,NUM
When is the site www.questions.com going to open ?,NUM
When is Bastille Day ?,NUM
How many shots can a stock M16 hold ?,NUM
What day of the week sees the most fatal car accidents ?,NUM
How fast is light ?,NUM
When was the first American encyclopedia published ?,NUM
How many quarters equal a pound ?,NUM
What chapter of the Bible has the most verses ?,NUM
How fast does the fastest car go ?,NUM
How long should a person wash their hands before they are clean ?,NUM
How many sperm cells are in an average ejaculation ?,NUM
How far do you have to run if you hit a home run ?,NUM
What was the number of people that Randy Steven Craft was convicted of killing ?,NUM
How far can a man travel in outer space ?,NUM
What was the U.S. highway death toll in 1969 ?,NUM
What year did the United States pass the Copyright law ?,NUM
What percentage of Americans own their homes ?,NUM
What's the first day of the week ?,NUM
How many degrees cooler is the inside of a cucumber than the air outside ?,NUM
How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?,NUM
What is the wingspan of a condor ?,NUM
What does an average daycare provider get paid in New England ?,NUM
How many Americans fought for the British in the American Revolution ?,NUM
How many oceans are there and name them ?,NUM
How many pairs of legs does a lobster have ?,NUM
What percent liked Thatcher after she had been in power for a decade ?,NUM
How many fingers are used to draw a bow ?,NUM
When was Hurricane Hugo ?,NUM
What was the price of Varian Associates ' vacuum products division ?,NUM
When was '' the Great Depression '' ?,NUM
In what year did Ireland elect its first woman president ?,NUM
How many months does a normal human pregnancy last ?,NUM
How much was the minimum wage in 1991 ?,NUM
How many Vietnamese were there in the Soviet Union ?,NUM
How many hands does Bjorn Borg use when hitting his forehand ?,NUM
How many people died on D-Day ?,NUM
What is the student population at the University of Massachusetts in Amherst ?,NUM
When did the Dow first reach ?,NUM
When was the San Francisco fire ?,NUM
What year did the Vietnam War end ?,NUM
What is the chromosome number of an elephant ?,NUM
When was Berlin's Brandenburg gate erected ?,NUM
How many double-word-score spaces are there on a Scrabble Crossword Game board ?,NUM
What year did Germany sign its nonaggression pact with the Soviet Union ?,NUM
How many CDs has Garth Brooks sold ?,NUM
How many Gutenberg Bibles are there ?,NUM
How many home runs did Lou Gehrig have during his career ?,NUM
How many boys play the game in Winslow Homer's 1872 painting Snap the Whip ?,NUM
When are sheep shorn ?,NUM
What century does Captain Video live in ?,NUM
How many astronauts manned each Project Mercury flight ?,NUM
What is the average cost for four years of medical school ?,NUM
What is the current ticket fare from from Cairo to Barbados ?,NUM
How many students attend the University of Massachusetts ?,NUM
When did Iraqi troops invade Kuwait ?,NUM
What is the probability that at least 2 out of 25 people will have the same birthday ?,NUM
How many Canadians emmigrate each year ?,NUM
How many different languages are spoken in Europe ?,NUM
What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize ?,NUM
How much did the minimum wage amount to in 1991 ?,NUM
What is the chemical reactivity of argon ?,NUM
How many engines does a Boeing 737 have ?,NUM
How long was Mao's 1930s Long March ?,NUM
What does a teaspoon of matter weigh in a black hole ?,NUM
What is Martin Luther King Jr.'s real birthday ?,NUM
How many James Bond novels are there ?,NUM
How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska's north coast ?,NUM
How much electricity does the brain need to work ?,NUM
How many acres in a mile ?,NUM
How many Grammys did Michael Jackson win in 1983 ?,NUM
What is the average age of a member of the team that worked on the Manhatten Project ?,NUM
How many syllables are there in a line of hendecasyllabic poetry ?,NUM
How many children under 18 are victims of some sort of Physical Abuse each year ?,NUM
How many people in America snore ?,NUM
How many stars are there on the Soviet Union's flag ?,NUM
What are the lengths of pearl necklaces ?,NUM
How long does it take the typical hen to lay 19 dozen eggs ?,NUM
When was the slinky invented ?,NUM
What was Thatcher's approval rating after 10 years in power ?,NUM
How many calories are in a tomato ?,NUM
When was Dick Clark born ?,NUM
What is the death toll of people dying from tuberculosis ?,NUM
How long was the TV mission of Star Trek's Enterprise to be ?,NUM
What phone number can I call to have a tree planted ?,NUM
When did the '' Star-Spangled Banner '' become the national anthem ?,NUM
How big is a quart ?,NUM
How long does it take light to reach the Earth from the Sun ?,NUM
How many questions are on this thing ?,NUM
In what year did Hitler gain power of Germany ?,NUM
What year did Rossetti paint '' Beata Beatrix '' ?,NUM
How many square feet is Bill Gates ' home ?,NUM
Boxing Day is celebrated on what date ?,NUM
Where does the U.S. rank among world countries in area ?,NUM
What was the target rate for M3 growth in 1992 ?,NUM
When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?,NUM
How much energy is released when oxygen and hydrogen mix ?,NUM
How many horses died during the civil war ?,NUM
How much waste does an average dairy cow produce in a day ?,NUM
How many minutes were there on the original GE College Bowl clock ?,NUM
What is the average time it takes for a male to ejaculate ?,NUM
How many astronauts have been on the moon ?,NUM
In what year did the Bounty mutiny happen ?,NUM
When were the Olympic Games in which Nadia Comaneci became popular played ?,NUM
How many rows of sprocket holes does a roll of 35-millimeter film have ?,NUM
What is the goat population of the world ?,NUM
How many lawyers are there in the state of New Jersey ?,NUM
When did Fraze get his first patent for the pull-tab can ?,NUM
How many games are played in a five-team round-robin tournament ?,NUM
How many questions do you have on your database ?,NUM
When was the Triangle Shirtwaist fire ?,NUM
How much does the President get paid ?,NUM
What is Columbia Tristar's phone number ?,NUM
What was the U.S. highway death toll in 1969 ?,NUM
What does each of the utilities cost in Monopoly ?,NUM
When were fish first believed to be found on earth ?,NUM
How many elevators do you ride to reach the top floor of the Empire State Building ?,NUM
How long does a dog sleep ?,NUM
What can you be fined for having a dog on a beach ?,NUM
How much will the California be in the year 2000 ?,NUM
The Iraqis launched their attack on Kuwait on what day ?,NUM
