Class,Head,Neck_Label,PER,LOC,OBJ,TEM,NUM,WHAT,WHO,WHOM,WHOSE,WHY,WHERE,WHEN,WHICH,HOW,Root_POS
LOC,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,0,0,0,0,1,5,5,5,4,5,2,4,5,5,VBP
LOC,Where,aux,0,0,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,0,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
LOC,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,NNS
LOC,Where,aux,0,0,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,Where,ROOT,1,0,0,0,0,2,3,3,2,3,1,2,3,4,VBZ
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
LOC,What,ROOT,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
LOC,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
LOC,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBN
LOC,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBD
LOC,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VBD
LOC,Where,aux,0,0,1,0,0,4,4,4,3,4,2,4,4,4,VBP
LOC,What,np,0,0,1,0,0,0,2,2,3,2,3,2,3,3,VBD
LOC,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
LOC,Where,ROOT,0,1,0,0,0,3,3,3,2,3,0,2,3,4,VBZ
LOC,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
LOC,What,np,0,1,0,0,0,2,3,3,3,3,4,3,4,3,VBZ
LOC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,0,0,1,0,0,4,4,4,3,4,1,3,4,4,VBZ
LOC,What,ROOT,0,0,0,0,1,1,3,3,4,3,4,3,4,3,VBP
LOC,Which,np,0,0,0,0,0,3,3,3,3,3,3,3,2,4,VBN
LOC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,1,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,1,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,poss,0,1,0,0,0,2,3,3,3,3,4,3,4,3,NN
LOC,What,ROOT,0,1,0,0,0,1,2,2,3,1,3,2,3,3,VBZ
LOC,Where,aux,0,1,0,0,0,4,4,4,3,4,1,3,4,4,VBP
LOC,Which,np,0,1,0,0,0,3,3,3,3,3,3,3,1,4,VBZ
LOC,Where,ROOT,0,1,0,0,0,3,3,3,2,3,1,3,3,4,VBZ
LOC,What,aux,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VB
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,aux,1,0,0,0,0,3,3,3,2,3,1,3,3,4,VBP
LOC,Where,aux,0,0,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,Where,aux,1,0,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBN
LOC,What,np,1,0,1,0,0,1,3,3,4,3,4,3,4,4,NNS
LOC,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBP
LOC,What,np,1,0,1,0,0,1,2,2,3,2,3,2,3,3,VBN
LOC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,1,0,0,0,0,2,3,3,4,3,3,3,4,4,VBZ
LOC,What,ROOT,0,1,0,0,0,2,3,3,4,3,3,3,4,4,VBZ
LOC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
LOC,Where,ROOT,1,0,0,0,0,3,3,3,2,3,0,2,3,4,VBP
LOC,What,ROOT,0,1,0,0,1,0,2,2,3,2,3,2,3,3,VBD
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
LOC,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBP
LOC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,1,0,2,3,3,4,3,4,3,4,4,VBN
LOC,Where,aux,0,1,0,0,0,3,3,3,3,3,1,2,3,3,VB
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBD
LOC,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,1,0,0,0,0,4,4,4,3,4,1,3,4,4,VBZ
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBN
LOC,What,np,1,1,0,0,0,0,2,2,3,2,3,2,3,3,VBP
LOC,What,np,0,1,0,0,0,2,3,3,4,3,4,3,4,4,VBD
LOC,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,NNS
LOC,What,np,1,0,0,0,0,1,2,2,3,2,2,2,3,3,NN
LOC,What,np,1,1,0,0,0,2,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,1,1,0,0,0,0,2,2,3,2,3,2,3,3,VB
LOC,What,np,1,1,1,0,0,2,4,4,5,4,5,4,5,4,VBZ
LOC,What,ROOT,0,0,0,0,1,2,3,3,4,3,4,3,4,3,VBZ
LOC,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
LOC,What,np,1,0,0,0,1,1,2,2,3,2,2,2,3,3,VBP
LOC,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,0,0,0,1,1,2,2,3,1,3,2,3,3,VBD
LOC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,2,3,3,4,3,4,3,3,4,VBD
LOC,Where,aux,0,0,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,Where,aux,0,0,0,0,1,4,4,4,4,4,2,3,4,4,VB
LOC,Where,aux,1,0,0,0,0,3,3,3,2,3,1,2,3,4,VB
LOC,Where,ROOT,0,1,0,0,0,3,3,3,2,3,0,2,3,4,VBZ
LOC,What,np,1,1,0,0,0,2,3,3,4,3,4,3,4,3,VBN
LOC,Where,ROOT,0,1,0,0,0,4,4,4,3,4,2,4,4,5,VBZ
LOC,Where,aux,0,0,0,0,0,3,3,3,3,3,1,2,3,4,VB
LOC,What,np,1,0,1,0,0,0,2,2,3,2,3,2,3,3,VBD
LOC,What,np,0,1,0,0,0,2,3,3,4,3,4,3,3,4,VBZ
LOC,What,ROOT,0,0,1,0,0,2,3,3,4,3,4,3,4,4,VBZ
LOC,Where,aux,0,0,0,1,0,3,3,3,2,3,1,3,3,4,VBP
LOC,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,1,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,What,nummod,0,1,0,0,1,1,2,2,3,1,3,2,3,3,VBP
LOC,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
LOC,Where,aux,0,0,0,0,0,3,3,3,2,3,1,2,3,4,VB
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBN
LOC,Where,np,0,0,0,0,0,4,4,4,3,4,1,3,4,4,NN
LOC,What,ROOT,1,0,1,0,0,2,4,4,5,4,5,4,5,4,VBD
LOC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
LOC,What,np,0,1,0,0,1,1,2,2,3,2,3,2,2,3,VBN
LOC,Which,np,1,0,0,0,0,3,2,2,2,3,3,3,1,3,VB
LOC,What,np,1,0,0,0,0,2,3,3,4,3,4,3,4,4,VBD
LOC,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
LOC,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBD
LOC,What,ROOT,1,0,0,0,0,1,2,2,3,2,3,2,2,3,VBZ
LOC,Where,aux,0,1,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,0,1,0,0,0,3,3,3,2,3,0,2,3,4,VBZ
LOC,What,ROOT,0,1,0,0,1,1,3,3,4,3,4,3,4,3,VBP
LOC,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,1,2,3,3,3,3,4,3,4,4,VBD
LOC,What,ROOT,1,0,0,0,0,1,2,2,3,2,3,2,2,3,VBZ
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
LOC,What,np,1,0,0,0,0,1,2,2,3,2,3,2,2,3,VBD
LOC,What,np,0,1,0,1,0,1,2,2,2,2,3,2,3,3,VBD
LOC,What,ROOT,0,1,0,0,0,2,3,3,3,3,4,3,4,3,VBZ
LOC,What,np,0,1,0,0,0,1,2,2,2,2,3,2,3,3,VBN
LOC,Where,aux,0,0,0,0,0,4,4,4,3,4,1,3,4,5,VB
LOC,What,np,1,0,0,1,0,0,2,2,3,2,3,2,3,3,VBN
LOC,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,auxpass,0,0,0,0,0,4,4,4,3,4,1,3,4,4,VBN
LOC,Where,ROOT,0,1,0,0,0,4,4,4,3,4,2,4,4,4,VBZ
LOC,Where,ROOT,0,1,0,0,0,3,3,3,2,3,0,2,3,4,VBZ
LOC,Where,ROOT,0,0,0,0,0,3,3,3,3,3,1,2,3,3,VBD
LOC,Where,ROOT,0,1,0,0,0,4,4,4,3,4,2,4,4,5,VBP
LOC,Where,aux,0,0,0,0,0,2,3,3,2,3,1,2,3,4,VBP
LOC,Where,aux,0,1,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,What,np,0,0,1,0,0,0,2,2,3,2,3,2,3,3,VBN
LOC,Where,aux,0,0,0,0,0,3,3,3,3,3,1,2,3,4,VB
LOC,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,aux,0,1,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,0,1,0,0,0,3,3,3,2,3,0,2,3,4,VBZ
LOC,Which,np,0,0,0,0,0,3,3,3,2,3,3,3,2,4,VBZ
LOC,What,ROOT,0,1,0,0,1,2,3,3,4,3,3,3,4,4,VBP
LOC,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
LOC,Where,ROOT,0,0,0,0,0,3,3,3,2,3,0,2,3,4,VBP
LOC,What,np,0,0,1,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,1,1,0,0,0,2,3,3,4,3,4,3,3,4,VBZ
LOC,Where,aux,0,0,0,0,0,3,3,3,3,3,1,2,3,4,VB
LOC,What,ROOT,0,1,0,1,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,aux,1,0,0,0,0,4,4,4,3,4,1,3,4,5,VBP
LOC,Where,aux,1,0,0,0,0,4,4,4,3,4,1,3,4,4,VB
LOC,What,np,1,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,0,0,1,0,0,3,3,3,2,3,0,2,3,4,VBZ
LOC,What,np,1,0,0,0,1,1,3,3,4,3,4,3,4,4,VBN
LOC,Where,auxpass,0,1,0,0,0,3,3,3,2,3,1,3,3,4,VBN
LOC,What,aux,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
LOC,What,np,0,1,0,0,0,2,3,3,4,3,4,3,3,4,VBZ
LOC,What,ROOT,1,1,0,1,0,2,2,2,3,2,3,2,2,3,VBD
LOC,Where,ROOT,1,0,0,0,0,4,4,4,3,4,1,3,4,4,VBZ
LOC,Where,aux,1,0,0,0,0,4,4,4,3,4,1,3,4,5,VB
LOC,Where,ROOT,0,1,0,0,0,3,3,3,2,3,0,2,3,4,VBZ
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBN
LOC,What,ROOT,0,1,0,0,0,1,2,2,3,1,3,2,3,3,VBP
LOC,Where,aux,1,0,0,0,0,5,5,5,4,5,2,4,5,5,VBP
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBN
LOC,Where,aux,0,0,1,0,0,3,4,4,3,4,2,3,4,4,VB
LOC,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,1,0,0,0,0,3,3,3,3,3,1,2,3,4,VBZ
LOC,What,np,1,0,0,0,0,2,4,4,5,4,5,4,5,4,VBD
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,aux,0,0,0,0,0,3,3,3,3,3,2,2,3,4,VB
LOC,Where,aux,1,0,0,0,1,3,3,3,2,3,0,2,3,4,VBP
LOC,What,ROOT,0,1,0,0,0,2,3,3,4,2,4,3,4,3,VBZ
LOC,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
LOC,What,np,0,1,0,0,1,1,2,2,3,2,3,2,2,3,VBZ
LOC,Which,np,0,0,0,0,0,3,3,3,3,3,3,3,2,4,VBZ
LOC,What,ROOT,1,0,0,0,1,0,2,2,3,2,3,2,3,3,VBP
LOC,Where,aux,1,0,1,0,0,4,4,4,3,4,2,3,4,5,VB
LOC,What,np,0,1,0,0,0,2,3,3,4,3,3,3,4,4,VBZ
LOC,What,np,1,0,0,1,0,1,2,2,3,2,3,2,2,3,VBD
LOC,Where,aux,0,1,0,1,1,4,4,4,3,4,1,3,4,5,VBP
LOC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,1,1,0,0,0,4,4,4,3,4,1,3,4,5,VBZ
LOC,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,Where,auxpass,0,1,0,0,0,4,4,4,3,4,1,3,4,5,VBN
LOC,What,np,0,0,0,1,0,0,2,2,3,2,3,2,3,3,VB
LOC,What,np,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBN
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBN
LOC,Where,aux,1,0,0,0,0,4,4,4,3,4,2,4,4,5,VB
LOC,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBP
LOC,What,ROOT,0,0,0,0,1,2,3,3,4,3,4,3,4,4,VBZ
LOC,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,aux,1,0,0,0,0,4,4,4,3,4,2,4,4,4,VB
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,NNS
LOC,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
LOC,What,np,1,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,1,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,1,0,1,0,2,2,3,2,3,2,3,3,VBD
LOC,Where,ROOT,0,1,0,0,0,4,4,4,3,4,2,4,4,5,VBP
LOC,Where,aux,0,0,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,Where,aux,1,0,0,0,0,3,3,3,2,3,1,3,3,4,VBP
LOC,Where,auxpass,0,0,0,0,0,3,3,3,2,3,1,2,3,4,VBN
LOC,Where,aux,1,0,0,0,0,4,4,4,3,4,1,3,4,5,VB
LOC,What,ROOT,0,1,0,1,0,2,3,3,4,3,4,3,4,4,VBD
LOC,What,np,0,1,0,0,1,1,3,3,4,3,4,3,4,3,VBZ
LOC,Where,aux,1,1,0,0,0,3,3,3,2,3,0,2,3,4,VBP
LOC,Where,ROOT,0,0,0,1,0,3,3,3,2,3,0,2,3,4,VBZ
LOC,Where,ROOT,0,0,0,0,0,5,5,5,4,5,2,4,5,5,VBZ
LOC,Where,aux,0,0,0,0,0,4,4,4,3,4,1,3,4,5,VB
LOC,What,np,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
LOC,Where,aux,1,0,0,0,0,3,3,3,2,3,1,2,3,4,VB
LOC,Where,aux,1,0,0,0,0,4,4,4,3,4,2,4,4,5,NN
LOC,Where,aux,0,0,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,Which,np,1,0,0,0,0,3,3,3,3,3,3,3,0,4,VBZ
LOC,What,ROOT,1,1,0,0,0,1,3,3,4,3,4,3,4,4,VBD
LOC,What,np,0,0,0,0,1,1,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,0,0,0,0,0,3,3,3,2,3,0,2,3,4,VBZ
LOC,What,np,1,0,0,1,0,1,2,2,3,2,3,2,3,3,VBD
LOC,What,amod,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,0,0,1,0,2,3,3,4,3,4,3,4,3,VBZ
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
LOC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,2,2,2,3,1,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,2,3,3,4,3,4,3,4,4,VBN
LOC,What,ROOT,0,0,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
LOC,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
LOC,Where,ROOT,0,1,0,0,0,3,3,3,2,3,0,2,3,4,VBZ
LOC,What,np,1,0,0,0,0,2,3,3,4,3,3,3,4,3,VBD
LOC,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,2,3,VBZ
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBP
LOC,What,np,0,1,0,0,0,2,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,1,1,0,0,0,2,3,3,4,3,4,3,4,3,VBD
LOC,What,np,1,0,0,0,0,1,2,2,3,2,3,2,2,3,VBD
LOC,What,np,1,1,0,0,0,2,3,3,4,3,4,3,4,4,VB
LOC,Where,aux,1,0,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,What,np,0,1,0,0,1,1,2,2,3,1,3,2,3,3,VBZ
LOC,Where,ROOT,0,0,0,0,0,3,3,3,3,3,1,2,3,4,VBZ
LOC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Which,np,0,1,0,0,1,3,2,2,2,3,3,3,2,3,VBZ
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,NN
LOC,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
LOC,Where,ROOT,0,0,0,0,0,3,3,3,2,3,0,2,3,4,VBP
LOC,What,np,0,1,0,0,1,1,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,0,1,0,0,0,3,3,3,2,3,0,2,3,4,VBZ
LOC,What,ROOT,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBD
LOC,Where,aux,1,0,0,0,0,3,3,3,2,3,1,2,3,4,VB
LOC,Where,aux,0,0,0,0,0,4,4,4,4,4,2,3,4,4,VB
LOC,What,np,0,0,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
LOC,What,np,0,1,0,0,1,0,2,2,3,2,3,2,3,3,VBD
LOC,What,ROOT,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBP
LOC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,1,1,0,0,0,2,2,2,3,1,3,2,3,3,VB
LOC,What,np,0,0,1,0,1,0,2,2,3,2,3,2,3,3,VBD
LOC,What,np,0,0,0,1,0,1,3,3,4,3,4,3,4,4,VB
LOC,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
LOC,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,aux,1,0,0,0,0,4,4,4,3,4,1,3,4,4,VB
LOC,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
LOC,What,np,1,0,0,0,0,2,3,3,3,3,4,3,4,3,VBZ
LOC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
LOC,What,np,1,1,0,0,0,0,2,2,3,2,3,2,3,3,VBN
LOC,What,np,0,1,0,0,1,1,2,2,3,2,3,2,3,3,VBZ
LOC,Where,aux,0,1,0,0,0,3,3,3,2,3,1,2,3,4,VB
LOC,What,np,0,0,0,0,1,2,3,3,4,3,4,3,4,3,VBZ
LOC,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,Where,auxpass,0,0,0,0,0,2,3,3,2,3,1,2,3,4,VBN
LOC,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBP
LOC,What,np,1,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,0,0,0,0,2,2,2,3,2,3,2,3,3,VBZ
LOC,Where,aux,0,0,1,0,0,3,3,3,2,3,1,2,3,4,VB
LOC,Where,ROOT,0,1,0,0,1,3,3,3,2,3,0,2,3,4,VBD
LOC,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
LOC,Where,aux,1,0,0,0,0,4,4,4,3,4,2,4,4,4,VB
LOC,What,np,0,0,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
LOC,Where,aux,0,0,0,0,0,5,5,5,4,5,2,4,5,5,VB
LOC,Where,aux,0,1,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,What,np,0,1,0,0,1,1,3,3,4,3,4,3,4,4,VBN
LOC,Where,aux,0,0,0,0,0,3,3,3,2,3,0,2,3,4,VB
LOC,What,ROOT,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBD
LOC,What,np,1,0,0,0,1,0,2,2,3,2,3,2,3,3,VBN
LOC,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
LOC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
LOC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBN
LOC,Where,ROOT,0,1,0,0,0,4,4,4,3,4,2,3,4,5,VBP
LOC,What,np,0,0,0,1,0,1,3,3,4,3,4,3,4,4,VBD
LOC,What,np,0,1,0,0,0,0,2,2,3,2,3,2,3,3,NNS
LOC,Where,aux,0,0,0,0,0,3,3,3,3,3,2,2,3,4,VB
LOC,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBN
LOC,What,np,1,0,0,0,0,2,3,3,4,3,4,3,4,3,VBD
LOC,What,np,0,1,0,0,0,1,2,2,2,2,3,2,3,3,VBZ
LOC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBN
LOC,What,np,0,1,0,0,1,0,2,2,3,2,3,2,3,3,VBZ
LOC,Where,aux,0,0,1,0,1,4,4,4,3,4,1,3,4,4,VB
LOC,Where,ROOT,1,0,0,0,0,2,3,3,3,3,2,2,3,4,VBZ
LOC,What,np,0,1,0,0,0,2,3,3,4,3,4,3,4,3,VB
LOC,What,ROOT,0,0,0,0,0,2,3,3,3,3,4,3,4,4,VBP
LOC,Where,ROOT,0,0,0,0,0,4,4,4,3,4,2,3,4,4,VBD
LOC,Where,ROOT,0,1,0,0,0,3,3,3,3,3,1,2,3,4,VBZ
LOC,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBP
LOC,What,ROOT,1,0,0,0,1,2,3,3,4,3,4,3,4,3,VBP
LOC,Where,aux,0,0,0,0,0,3,3,3,2,3,1,3,3,4,VB
LOC,What,np,0,1,0,0,0,1,2,2,3,2,2,2,3,3,VBZ
LOC,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
LOC,Where,ROOT,0,1,0,0,0,3,3,3,2,3,2,3,3,4,VBZ
LOC,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,3,3,VBD
LOC,Where,ROOT,1,0,0,0,0,3,3,3,2,3,0,2,3,4,VBP
LOC,Where,aux,1,0,0,0,0,4,4,4,4,4,2,3,4,5,VB
LOC,What,np,0,0,0,1,0,0,2,2,3,2,3,2,3,3,VBP
LOC,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,0,0,0,0,0,4,4,4,3,4,1,3,4,5,VBZ
LOC,What,np,0,0,0,0,1,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,1,1,0,0,1,2,3,3,4,3,4,3,4,4,VBN
LOC,Where,ROOT,0,0,0,0,0,4,4,4,3,4,1,3,4,5,VBP
LOC,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
LOC,What,ROOT,0,1,1,0,1,2,3,3,4,3,4,3,4,4,NNP
LOC,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
LOC,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
LOC,What,ROOT,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,Where,ROOT,0,1,0,0,0,3,3,3,3,3,2,2,3,4,VBZ
LOC,Where,auxpass,0,0,0,0,0,4,4,4,3,4,1,3,4,5,VBN
LOC,Where,aux,0,0,0,0,0,4,4,4,3,4,1,3,4,4,VB
LOC,What,ROOT,0,0,0,0,0,2,3,3,4,2,4,3,4,3,VBP
LOC,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
LOC,Where,aux,0,0,0,0,0,4,4,4,4,4,2,3,4,4,VB
LOC,What,np,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
LOC,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
LOC,What,np,0,0,0,0,0,2,3,3,3,3,4,3,4,4,VBZ
LOC,What,np,0,0,0,0,0,1,2,2,3,2,2,2,3,3,VB
LOC,Where,aux,0,0,0,0,0,4,4,4,4,4,2,3,4,4,VB
